timestamp,episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size
2025-12-26T22:21:45.620852,10,476,4.0,38,3.3,3.3,0.0,456
2025-12-26T22:21:54.123804,20,932,1.0,33,3.3,3.3,0.0,892
2025-12-26T22:22:02.385215,30,1405,5.0,37,3.1,3.2333333333333334,0.0,1345
2025-12-26T22:22:10.663928,40,1758,3.0,57,2.3,3.0,0.0,1678
2025-12-26T22:22:21.137471,50,2321,3.0,37,4.6,3.32,0.0,2221
2025-12-26T22:22:29.676757,60,2728,3.0,45,3.0,3.2666666666666666,0.0,2608
2025-12-26T22:22:38.417083,70,3095,5.0,41,2.8,3.2,0.0,2955
2025-12-26T22:22:51.558524,80,3907,10.0,283,3.8,3.275,0.0,3747
2025-12-26T22:23:01.046300,90,4398,2.0,79,3.4,3.2888888888888888,0.0,4218
2025-12-26T22:23:08.815764,100,4858,4.0,40,3.0,3.26,0.0,4658
2025-12-26T22:23:17.338858,110,5538,4.0,94,3.6,3.29,0.0,5318
2025-12-26T22:23:26.628758,120,6187,2.0,43,4.1,3.37,0.0,5947
2025-12-26T22:23:35.521104,130,6582,3.0,41,2.2,3.28,0.0,6322
2025-12-26T22:23:43.981481,140,7101,2.0,64,3.4,3.39,0.0,6821
2025-12-26T22:23:52.639067,150,7624,2.0,60,3.5,3.28,0.0,7324
2025-12-26T22:24:00.336974,160,8082,7.0,52,3.2,3.3,0.0,7762
2025-12-26T22:24:11.638345,170,8601,0.0,33,3.0,3.32,0.0,8261
2025-12-26T22:24:19.792096,180,8997,5.0,55,2.4,3.18,0.0,8637
2025-12-26T22:24:28.766823,190,9525,4.0,34,4.5,3.29,0.0,9145
2025-12-26T22:24:36.869289,200,9913,3.0,34,2.4,3.23,0.0,9513
2025-12-26T22:24:45.167956,210,10482,4.0,46,4.2,3.29,0.0,10062
2025-12-26T22:24:51.460872,220,11006,1.0,36,4.1,3.29,0.0,10566
2025-12-26T22:24:58.176751,230,11462,4.0,92,3.4,3.41,0.0,11002
2025-12-26T22:25:03.565857,240,11849,1.0,26,2.5,3.32,0.0,11369
2025-12-26T22:25:11.307876,250,12275,5.0,43,2.5,3.22,0.0,11775
2025-12-26T22:25:19.417724,260,12799,3.0,63,3.2,3.22,0.0,12279
2025-12-26T22:25:26.518011,270,13244,1.0,20,3.0,3.22,0.0,12704
2025-12-26T22:25:34.951849,280,13671,5.0,42,3.1,3.29,0.0,13111
2025-12-26T22:25:40.948096,290,14035,4.0,49,2.3,3.07,0.0,13455
2025-12-26T22:25:50.757104,300,14645,2.0,18,4.0,3.23,0.0,14045
2025-12-26T22:25:57.226865,310,15065,3.0,42,2.5,3.06,0.0,14445
2025-12-26T22:26:03.987103,320,15510,8.0,106,2.8,2.93,0.0,14870
2025-12-26T22:26:11.189290,330,15911,1.0,18,2.9,2.88,0.0,15251
2025-12-26T22:26:20.992841,340,16428,4.0,39,4.1,3.04,0.0,15748
2025-12-26T22:26:30.723877,350,16958,4.0,35,3.7,3.16,0.0,16258
2025-12-26T22:26:39.665660,360,17440,5.0,62,3.8,3.22,0.0,16720
2025-12-26T22:26:51.169134,370,18063,3.0,46,4.4,3.36,0.0,17323
2025-12-26T22:27:00.756774,380,18766,4.0,69,4.3,3.48,0.0,18006
2025-12-26T22:27:10.049686,390,19330,1.0,50,3.3,3.58,0.0,18550
2025-12-26T22:27:18.563349,400,19874,6.0,99,3.5,3.53,0.0,19074
2025-12-26T22:27:26.069198,410,20332,1.0,26,2.6,3.54,0.0,19512
2025-12-26T22:27:35.556781,420,20857,3.0,41,4.0,3.66,0.0,20017
2025-12-26T22:27:43.970428,430,21269,2.0,28,2.7,3.64,0.0,20409
2025-12-26T22:27:54.631734,440,21869,2.0,17,4.8,3.71,0.0,20989
2025-12-26T22:28:06.608719,450,22610,7.0,133,3.4,3.68,0.0,21710
2025-12-26T22:28:17.662971,460,23245,4.0,40,4.6,3.76,0.0,22325
2025-12-26T22:28:28.362835,470,23938,0.0,29,5.0,3.82,0.0,22998
2025-12-26T22:28:35.903847,480,24374,4.0,59,3.4,3.73,0.0,23414
2025-12-26T22:28:42.957934,490,24766,5.0,40,2.2,3.62,0.0,23786
2025-12-26T22:28:50.437195,500,25259,2.0,17,3.6,3.63,0.0,24259
2025-12-26T22:28:58.020414,510,25611,4.0,59,1.9,3.56,0.0,24591
2025-12-26T22:29:07.767027,520,26094,4.0,43,3.6,3.52,0.0,25054
2025-12-26T22:29:16.073774,530,26587,2.0,49,3.3,3.58,0.0,25527
2025-12-26T22:29:24.738537,540,27134,3.0,17,3.4,3.44,0.0,26054
2025-12-26T22:29:33.006310,550,27565,1.0,35,2.8,3.38,0.0,26465
2025-12-26T22:29:40.411503,560,27975,2.0,18,2.8,3.2,0.0,26855
2025-12-26T22:29:47.021944,570,28285,0.0,18,2.0,2.9,0.0,27145
2025-12-26T22:29:56.946620,580,28824,0.0,26,3.5,2.91,0.0,27664
2025-12-26T22:30:04.742959,590,29182,3.0,17,2.6,2.95,0.0,28002
2025-12-26T22:30:11.875565,600,29626,1.0,20,2.6,2.85,0.0,28426
2025-12-26T22:30:20.442261,610,30109,0.0,17,3.5,3.01,0.0,28889
2025-12-26T22:30:31.273269,620,30724,12.0,178,4.5,3.1,0.0,29484
2025-12-26T22:30:39.968768,630,31280,1.0,18,2.7,3.04,0.0,30020
2025-12-26T22:30:48.025514,640,31720,5.0,33,3.6,3.06,0.0,30440
2025-12-26T22:30:55.360854,650,32132,1.0,18,2.4,3.02,0.0,30832
2025-12-26T22:31:03.851418,660,32576,2.0,19,2.7,3.01,0.0,31256
2025-12-26T22:31:11.882468,670,33002,2.0,34,3.1,3.12,0.0,31662
2025-12-26T22:31:20.409835,680,33386,0.0,19,2.1,2.98,0.0,32026
2025-12-26T22:31:29.416439,690,33915,0.0,33,3.6,3.08,0.0,32535
2025-12-26T22:31:39.104034,700,34572,5.0,45,4.7,3.29,0.0,33172
2025-12-26T22:31:47.628618,710,35053,1.0,15,3.2,3.26,0.0,33633
2025-12-26T22:31:54.076039,720,35398,0.0,40,2.4,3.05,0.0,33958
2025-12-26T22:32:03.634014,730,35835,6.0,42,3.3,3.11,0.0,34375
2025-12-26T22:32:12.165718,740,36375,4.0,92,3.7,3.12,0.0,34895
2025-12-26T22:32:20.711336,750,36787,1.0,63,2.9,3.17,0.0,35287
2025-12-26T22:32:27.997343,760,37156,6.0,46,2.3,3.13,0.0,35636
2025-12-26T22:32:35.043243,770,37616,0.0,19,3.0,3.12,0.0,36076
2025-12-26T22:32:41.835424,780,38111,5.0,57,3.7,3.28,0.0,36551
2025-12-26T22:32:49.035529,790,38556,5.0,42,3.2,3.24,0.0,36976
2025-12-26T22:32:57.476230,800,39054,5.0,95,3.7,3.14,0.0,37454
2025-12-26T22:33:02.571068,810,39329,1.0,60,1.7,2.99,0.0,37709
