timestamp,change_type,source_member,episode,total_steps,param_name,old_value,new_value
2025-12-26T22:21:36.494860,init,,0,0,learning_rate,,0.00019352465823520762
2025-12-26T22:21:36.494860,init,,0,0,gamma,,0.9994976359210351
2025-12-26T22:21:36.494860,init,,0,0,batch_size,,39
2025-12-26T22:21:36.494860,init,,0,0,alpha,,0.6197316968394073
2025-12-26T22:21:36.494860,init,,0,0,sigma,,0.3890046601106091
2025-12-26T22:21:36.494860,init,,0,0,target_update_freq,,6466
2025-12-26T22:21:36.494860,init,,0,0,beta_start,,0.4
2025-12-26T22:21:36.494860,init,,0,0,input_channels,,4
2025-12-26T22:21:36.494860,init,,0,0,num_actions,,6
2025-12-26T22:21:36.494860,init,,0,0,num_atoms,,51
2025-12-26T22:21:36.494860,init,,0,0,v_min,,-10.0
2025-12-26T22:21:36.494860,init,,0,0,v_max,,10.0
2025-12-26T22:21:36.494860,init,,0,0,n_step,,3
2025-12-27T02:23:56.038011,exploit,1,10000,0,sigma,0.3890046601106091,0.5459399606210268
2025-12-27T02:52:55.559080,exploit,2,11000,0,gamma,0.9994976359210351,0.9965144096881977
2025-12-27T02:52:55.559080,exploit,2,11000,0,sigma,0.5459399606210268,0.3890046601106091
2025-12-27T04:23:25.141165,exploit,3,14000,0,learning_rate,0.00019352465823520762,7.159589419093668e-05
2025-12-27T04:23:25.141165,exploit,3,14000,0,target_update_freq,6466,11534
2025-12-27T04:23:25.169826,explore,,14000,0,gamma,0.9965144096881977,0.9961748486259614
2025-12-27T04:23:25.169826,explore,,14000,0,target_update_freq,11534,17785
2025-12-27T08:10:20.757485,exploit,2,21000,0,target_update_freq,17785,10295
2025-12-27T08:10:20.792484,explore,,21000,0,batch_size,39,52
2025-12-27T11:13:31.256215,exploit,2,26000,0,batch_size,52,57
2025-12-27T11:13:31.289021,explore,,26000,0,sigma,0.3890046601106091,0.3509362736778212
2025-12-27T11:50:27.553949,exploit,1,27000,0,learning_rate,7.159589419093668e-05,2.643747699195733e-05
