timestamp,episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size
2025-12-26T22:21:45.781631,10,375,0.0,15,3.0,3.0,0.0,355
2025-12-26T22:21:54.290713,20,774,2.0,17,3.3,3.15,0.0,734
2025-12-26T22:22:02.991887,30,1194,2.0,63,3.3,3.2,0.0,1134
2025-12-26T22:22:10.928374,40,1672,3.0,27,4.8,3.6,0.0,1592
2025-12-26T22:22:21.364719,50,2239,4.0,24,5.9,4.06,0.0,2139
2025-12-26T22:22:30.209573,60,2723,4.0,53,5.3,4.266666666666667,0.0,2603
2025-12-26T22:22:38.662405,70,3188,1.0,21,3.5,4.1571428571428575,0.0,3048
2025-12-26T22:22:51.710444,80,3718,1.0,15,4.7,4.225,0.0,3558
2025-12-26T22:23:01.218522,90,4137,3.0,20,3.3,4.122222222222222,0.0,3957
2025-12-26T22:23:09.098053,100,4631,3.0,36,5.3,4.24,0.0,4431
2025-12-26T22:23:17.560907,110,4985,0.0,25,3.2,4.26,0.0,4765
2025-12-26T22:23:26.813761,120,5353,0.0,18,3.6,4.29,0.0,5113
2025-12-26T22:23:35.700793,130,5730,0.0,17,2.4,4.2,0.0,5470
2025-12-26T22:23:44.715741,140,6107,3.0,72,3.7,4.09,0.0,5827
2025-12-26T22:23:52.913909,150,6392,0.0,27,2.5,3.75,0.0,6092
2025-12-26T22:24:00.824353,160,6714,1.0,47,2.1,3.43,0.0,6394
2025-12-26T22:24:11.794925,170,7134,1.0,15,3.6,3.44,0.0,6794
2025-12-26T22:24:20.221250,180,7519,1.0,40,3.3,3.3,0.0,7159
2025-12-26T22:24:29.294334,190,7866,3.0,53,3.0,3.27,0.0,7486
2025-12-26T22:24:37.108885,200,8248,2.0,34,2.4,2.98,0.0,7848
2025-12-26T22:24:45.293077,210,8785,0.0,16,4.4,3.1,0.0,8365
2025-12-26T22:24:51.735783,220,9086,3.0,36,2.0,2.94,0.0,8646
2025-12-26T22:24:58.414570,230,9451,4.0,29,3.7,3.07,0.0,8991
2025-12-26T22:25:03.804520,240,9726,2.0,31,2.1,2.91,0.0,9246
2025-12-26T22:25:11.457248,250,10172,0.0,20,2.7,2.93,0.0,9672
2025-12-26T22:25:19.584130,260,10593,0.0,21,3.7,3.09,0.0,10073
2025-12-26T22:25:27.204565,270,11071,4.0,82,3.8,3.11,0.0,10531
2025-12-26T22:25:35.375067,280,11625,3.0,61,4.4,3.22,0.0,11065
2025-12-26T22:25:41.296567,290,12049,5.0,45,3.5,3.27,0.0,11469
2025-12-26T22:25:51.044753,300,12634,3.0,32,5.5,3.58,0.0,12034
2025-12-26T22:25:57.534751,310,12970,2.0,38,3.0,3.44,0.0,12350
2025-12-26T22:26:04.738409,320,13380,11.0,97,4.5,3.69,0.0,12740
2025-12-26T22:26:11.367643,330,13704,0.0,16,2.4,3.56,0.0,13044
2025-12-26T22:26:21.416442,340,14215,3.0,43,4.7,3.82,0.0,13535
2025-12-26T22:26:31.668183,350,14714,11.0,97,5.5,4.1,0.0,14014
2025-12-26T22:26:40.133431,360,15097,8.0,48,3.6,4.09,0.0,14377
2025-12-26T22:26:51.425640,370,15656,4.0,31,5.9,4.3,0.0,14916
2025-12-26T22:27:01.147052,380,16048,2.0,47,3.4,4.2,0.0,15288
2025-12-26T22:27:10.337039,390,16507,2.0,32,3.8,4.23,0.0,15727
2025-12-26T22:27:18.686840,400,16876,1.0,14,2.9,3.97,0.0,16076
2025-12-26T22:27:26.338692,410,17291,2.0,30,3.5,4.02,0.0,16471
2025-12-26T22:27:35.918657,420,17808,7.0,40,5.6,4.13,0.0,16968
2025-12-26T22:27:44.563396,430,18236,7.0,63,2.6,4.15,0.0,17376
2025-12-26T22:27:55.634883,440,18726,21.0,100,5.3,4.21,0.0,17846
2025-12-26T22:28:07.034823,450,19109,5.0,39,3.6,4.02,0.0,18209
2025-12-26T22:28:18.182549,460,19566,5.0,54,4.1,4.07,0.0,18646
2025-12-26T22:28:28.886661,470,20015,3.0,62,3.0,3.78,0.0,19075
2025-12-26T22:28:36.087552,480,20331,1.0,16,2.5,3.69,0.0,19371
2025-12-26T22:28:43.235795,490,20672,3.0,29,2.8,3.59,0.0,19692
2025-12-26T22:28:50.604410,500,20941,1.0,19,1.9,3.49,0.0,19941
2025-12-26T22:28:58.909853,510,21465,11.0,92,4.9,3.63,0.0,20445
2025-12-26T22:29:07.924930,520,21947,3.0,17,4.4,3.51,0.0,20907
2025-12-26T22:29:16.437599,530,22340,0.0,36,2.8,3.53,0.0,21280
2025-12-26T22:29:24.935061,540,22704,0.0,22,3.3,3.33,0.0,21624
2025-12-26T22:29:33.605692,550,23192,5.0,61,5.1,3.48,0.0,22092
2025-12-26T22:29:41.176254,560,23555,9.0,81,3.3,3.4,0.0,22435
2025-12-26T22:29:47.620648,570,23916,5.0,62,2.5,3.35,0.0,22776
2025-12-26T22:29:57.196249,580,24390,2.0,26,4.4,3.54,0.0,23230
2025-12-26T22:30:04.970791,590,24829,4.0,26,3.8,3.64,0.0,23649
2025-12-26T22:30:12.509432,600,25213,8.0,68,3.4,3.79,0.0,24013
2025-12-26T22:30:20.667119,610,25634,4.0,25,4.4,3.74,0.0,24414
2025-12-26T22:30:31.421786,620,26185,0.0,16,5.1,3.81,0.0,24945
2025-12-26T22:30:40.373508,630,26585,5.0,42,3.5,3.88,0.0,25325
2025-12-26T22:30:48.441110,640,26976,2.0,44,2.8,3.83,0.0,25696
2025-12-26T22:30:56.345833,650,27396,13.0,104,3.5,3.67,0.0,26096
2025-12-26T22:31:04.183958,660,27833,1.0,36,3.5,3.69,0.0,26513
2025-12-26T22:31:12.965606,670,28380,6.0,123,5.0,3.94,0.0,27040
2025-12-26T22:31:20.648906,680,28843,4.0,23,4.1,3.91,0.0,27483
2025-12-26T22:31:30.161622,690,29365,6.0,83,4.0,3.93,0.0,27985
2025-12-26T22:31:39.272129,700,29729,1.0,18,3.2,3.91,0.0,28329
2025-12-26T22:31:47.876654,710,30136,1.0,25,4.3,3.9,0.0,28716
2025-12-26T22:31:55.828640,720,30559,25.0,166,4.6,3.85,0.0,29119
