timestamp,change_type,source_member,episode,total_steps,param_name,old_value,new_value
2025-12-20T19:26:36.200487,init,,0,0,learning_rate,,0.0003807947176588889
2025-12-20T19:26:36.200487,init,,0,0,gamma,,0.9965850010140859
2025-12-20T19:26:36.200487,init,,0,0,batch_size,,103
2025-12-20T19:26:36.200487,init,,0,0,alpha,,0.6394633936788147
2025-12-20T19:26:36.200487,init,,0,0,sigma,,0.1624074561769746
2025-12-20T19:26:36.200487,init,,0,0,target_update_freq,,966
2025-12-20T19:26:36.200487,init,,0,0,beta_start,,0.43998996632720117
2025-12-20T19:26:36.200487,init,,0,0,input_channels,,4
2025-12-20T19:26:36.200487,init,,0,0,num_actions,,6
2025-12-20T19:26:36.200487,init,,0,0,num_atoms,,51
2025-12-20T19:26:36.200487,init,,0,0,v_min,,-10.0
2025-12-20T19:26:36.200487,init,,0,0,v_max,,10.0
2025-12-20T19:26:36.200487,init,,0,0,n_step,,3
2025-12-20T19:37:24.570073,exploit,1,80,20117,learning_rate,0.0003807947176588889,0.00046465640304620853
2025-12-20T19:37:24.570073,exploit,1,80,20117,gamma,0.9965850010140859,0.9663517219458121
2025-12-20T19:37:24.570073,exploit,1,80,20117,batch_size,103,55
2025-12-20T19:37:24.570073,exploit,1,80,20117,alpha,0.6394633936788147,0.6603553891795412
2025-12-20T19:37:24.570073,exploit,1,80,20117,sigma,0.1624074561769746,0.12256463161084011
2025-12-20T19:37:24.570073,exploit,1,80,20117,target_update_freq,966,2891
2025-12-20T19:37:24.570073,exploit,1,80,20117,beta_start,0.43998996632720117,0.7329770563201687
2025-12-20T19:37:24.593185,explore,,80,20117,sigma,0.12256463161084011,0.3042989210310263
2025-12-20T19:56:17.945797,explore,,200,48870,gamma,0.9663517219458121,0.9712587308126607
2025-12-20T19:56:17.945797,explore,,200,48870,target_update_freq,2891,4230
2025-12-20T20:03:06.979255,exploit,1,240,58079,gamma,0.9712587308126607,0.9663517219458121
2025-12-20T20:03:06.979255,exploit,1,240,58079,target_update_freq,4230,2891
2025-12-20T20:03:07.011327,explore,,240,58079,gamma,0.9663517219458121,0.9943637168445439
2025-12-20T20:03:07.011327,explore,,240,58079,batch_size,55,102
2025-12-20T20:09:19.130829,exploit,3,280,67040,learning_rate,0.00046465640304620853,0.0001515617652323075
2025-12-20T20:09:19.130829,exploit,3,280,67040,alpha,0.6603553891795412,0.433642722445999
2025-12-20T20:09:19.130829,exploit,3,280,67040,target_update_freq,2891,3493
2025-12-20T20:09:19.149211,explore,,280,67040,gamma,0.9943637168445439,0.9581445561635533
2025-12-20T21:06:12.365424,exploit,3,600,140353,gamma,0.9581445561635533,0.9951212522482512
2025-12-20T21:06:12.365424,exploit,3,600,140353,beta_start,0.7329770563201687,0.5340788966583604
2025-12-20T21:06:12.398594,explore,,600,140353,batch_size,102,112
2025-12-20T21:27:14.883955,exploit,4,720,167546,learning_rate,0.0001515617652323075,0.0003901242510205285
2025-12-20T21:27:14.883955,exploit,4,720,167546,gamma,0.9951212522482512,0.9581445561635533
2025-12-20T21:27:14.883955,exploit,4,720,167546,batch_size,112,77
2025-12-20T21:27:14.883955,exploit,4,720,167546,alpha,0.433642722445999,0.7759328494453901
2025-12-20T21:27:14.883955,exploit,4,720,167546,beta_start,0.5340788966583604,0.7176100757081184
2025-12-20T21:27:14.921148,explore,,720,167546,learning_rate,0.0003901242510205285,0.00016879610427677138
2025-12-20T21:27:14.921148,explore,,720,167546,sigma,0.3042989210310263,0.37959629521583504
2025-12-20T21:27:14.921148,explore,,720,167546,target_update_freq,3493,1056
2025-12-20T21:48:11.253292,exploit,4,840,195033,learning_rate,0.00016879610427677138,0.0003901242510205285
2025-12-20T21:48:11.253292,exploit,4,840,195033,sigma,0.37959629521583504,0.3042989210310263
2025-12-20T21:48:11.253292,exploit,4,840,195033,target_update_freq,1056,3493
2025-12-20T21:48:11.324061,explore,,840,195033,alpha,0.7759328494453901,0.7468125984489795
2025-12-20T22:05:00.414975,exploit,4,880,203957,alpha,0.7468125984489795,0.7759328494453901
2025-12-20T22:05:00.455344,explore,,880,203957,batch_size,77,109
2025-12-20T22:05:00.455344,explore,,880,203957,alpha,0.7759328494453901,0.6124678112004128
2025-12-20T22:05:00.455344,explore,,880,203957,target_update_freq,3493,1558
2025-12-20T22:13:06.251438,exploit,2,920,212509,learning_rate,0.0003901242510205285,0.00016879610427677138
2025-12-20T22:13:06.251438,exploit,2,920,212509,gamma,0.9581445561635533,0.9819316744434183
2025-12-20T22:13:06.251438,exploit,2,920,212509,batch_size,109,77
2025-12-20T22:13:06.251438,exploit,2,920,212509,alpha,0.6124678112004128,0.7759328494453901
