episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size,actions_taken
35710,2847147,31.0,215,13.2,12.45,1.0923900208435953,100000,"[4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 5, 5, 3, 5, 5, 1, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 2, 5, 4, 1, 5, 4, 1, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 3, 3, 3, 5, 5, 1, 5, 5, 5, 5, 5, 3, 3, 1, 5, 5, 5, 2, 1, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 1, 3, 3, 3, 5, 4, 4, 2, 2, 4, 1, 0, 4, 4, 4, 4, 2, 4, 2, 1, 1, 1, 1, 4, 4, 5, 5, 4, 4, 2, 3, 0, 2, 4, 4, 5, 4, 4, 5, 1, 1, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 4, 4, 5, 1, 0, 1, 1, 3, 5, 1, 2, 4, 4, 4, 0, 1, 1, 1, 1, 0, 2, 4, 0, 1, 1, 3, 0, 5, 5, 3, 3, 3, 5, 5, 3, 3, 5, 5, 1, 3, 4, 4, 5, 4, 1, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 1, 0, 3, 1, 1, 3, 4, 0, 0, 0, 4, 0, 0]"
35720,2848065,6.0,105,14.2,12.62,0.5535806246334687,100000,"[5, 5, 5, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 5, 4, 0, 0, 1, 3, 2, 4, 4, 4, 2, 2, 0, 3, 4, 3, 3, 0, 5, 3, 3, 1, 1, 0, 5, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 1, 0, 1, 3, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 4, 2, 5, 3, 4, 4, 4, 1, 0, 0, 2, 0, 2, 2, 2, 2]"
35730,2849111,29.0,163,15.4,12.95,1.0507087265141308,100000,"[4, 2, 4, 5, 5, 2, 4, 5, 5, 1, 5, 3, 3, 5, 0, 1, 2, 1, 5, 4, 1, 2, 1, 5, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 2, 4, 4, 2, 4, 4, 4, 2, 4, 1, 1, 5, 3, 2, 0, 0, 0, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 4, 1, 1, 1, 5, 5, 5, 5, 1, 1, 5, 0, 4, 5, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 4, 5, 5, 5, 5, 0, 2, 3, 2, 2, 3, 2, 2, 2, 4, 1, 1, 4, 5, 4, 4, 1, 4, 5, 0, 5, 2, 2, 0, 0, 0, 3, 3, 5, 3, 0, 1, 0, 3, 3, 3, 5, 1, 1, 1, 1, 3, 3, 0, 0, 4, 1, 4, 4, 4, 4, 1, 4]"
35740,2849864,5.0,68,11.3,12.49,0.5850325988139957,100000,"[0, 0, 0, 1, 1, 3, 3, 3, 1, 5, 4, 0, 0, 0, 0, 5, 4, 4, 1, 1, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 2, 1, 1, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 3, 1, 3, 0, 0, 0, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
35750,2850550,0.0,57,9.6,11.98,0.3982896492816508,100000,"[5, 5, 4, 0, 0, 0, 5, 5, 0, 3, 0, 0, 4, 1, 1, 0, 0, 5, 0, 3, 1, 3, 0, 0, 1, 0, 4, 5, 0, 3, 4, 0, 0, 2, 1, 3, 3, 0, 3, 0, 3, 0, 3, 0, 5, 5, 1, 3, 1, 0, 5, 0, 5, 0, 0, 2, 0]"
35760,2851447,22.0,120,15.8,12.3,0.9033133881166577,100000,"[4, 4, 4, 2, 2, 4, 5, 4, 4, 4, 4, 4, 1, 4, 4, 1, 5, 4, 1, 4, 4, 4, 4, 5, 5, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 3, 2, 3, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 5, 1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 4, 4, 4, 1, 1, 1, 4, 1, 1, 1, 1, 5, 3, 3, 3, 3, 3, 3, 0, 1, 5, 4, 5, 3, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0, 4, 4, 4, 4, 5, 4, 2, 4, 4, 4, 4, 4, 4]"
35770,2852114,0.0,6,9.7,12.3,0.020724289119243622,100000,"[4, 4, 4, 4, 3, 0]"
35780,2852971,19.0,71,13.0,12.66,0.5632309364154935,100000,"[4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 1, 5, 5, 3, 5, 5, 1, 4, 4, 4, 4, 4, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 4, 5, 2, 5, 4, 1, 1, 1, 1, 4, 4, 2, 1, 2, 1, 4, 4, 4, 1, 5, 5, 1, 3, 3, 5, 5, 5, 5, 3, 5, 4]"
35790,2853861,64.0,443,12.9,12.47,0.9337650712113827,100000,"[4, 4, 4, 2, 2, 1, 4, 4, 2, 4, 1, 1, 1, 1, 1, 0, 4, 1, 4, 4, 1, 3, 1, 1, 1, 4, 5, 4, 1, 4, 1, 1, 2, 1, 2, 0, 0, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 1, 1, 1, 1, 4, 4, 1, 1, 4, 1, 5, 5, 5, 3, 3, 3, 5, 3, 0, 5, 0, 0, 0, 0, 3, 3, 1, 1, 1, 2, 1, 2, 2, 1, 1, 4, 0, 4, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 4, 1, 4, 4, 4, 4, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 0, 1, 5, 5, 2, 1, 1, 1, 0, 3, 3, 3, 4, 3, 0, 4, 4, 0, 0, 4, 1, 3, 3, 5, 5, 1, 0, 4, 5, 5, 5, 3, 2, 3, 3, 0, 4, 5, 1, 5, 0, 1, 4, 3, 3, 0, 0, 3, 3, 0, 3, 5, 2, 4, 2, 2, 2, 1, 0, 1, 0, 3, 4, 3, 5, 0, 0, 3, 0, 0, 5, 0, 3, 3, 0, 0, 0, 5, 1, 1, 1, 1, 1, 1, 3, 2, 2, 4, 2, 2, 4, 1, 0, 1, 4, 4, 1, 1, 1, 1, 0, 1, 5, 4, 1, 3, 5, 5, 0, 5, 1, 1, 0, 2, 2, 2, 2, 4, 3, 0, 4, 0, 4, 1, 1, 1, 4, 4, 4, 5, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 5, 5, 3, 3, 0, 3, 1, 0, 3, 3, 3, 3, 5, 3, 3, 3, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 5, 4, 5, 5, 5, 5, 5, 0, 5, 2, 0, 5, 3, 1, 2, 1, 4, 3, 4, 1, 1, 1, 4, 5, 4, 4, 0, 0, 0, 4, 4, 4, 3, 3, 4, 3, 2, 2, 1, 5, 5, 5, 1, 5, 3, 1, 0, 0, 3, 5, 0, 3, 1, 1, 1, 5, 4, 1, 5, 5, 0, 3, 3, 0, 0, 4, 3, 1, 3, 1, 2, 4, 4, 2, 1, 2, 3, 0, 4, 3, 3, 3, 3, 3, 0, 0, 4, 3, 3, 0, 4, 4, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
35800,2854760,34.0,215,13.3,12.84,0.8687336225993931,100000,"[4, 4, 4, 4, 2, 4, 5, 4, 5, 4, 5, 5, 1, 5, 3, 3, 5, 1, 1, 2, 2, 5, 5, 5, 5, 5, 4, 2, 4, 2, 4, 2, 4, 1, 1, 1, 1, 0, 0, 4, 1, 4, 5, 4, 4, 3, 4, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 4, 1, 4, 5, 5, 5, 0, 0, 4, 0, 4, 5, 4, 4, 4, 4, 3, 0, 0, 2, 5, 5, 2, 1, 1, 1, 1, 1, 0, 1, 1, 4, 5, 3, 5, 1, 5, 5, 5, 5, 3, 1, 3, 1, 2, 2, 1, 3, 0, 3, 3, 3, 3, 3, 1, 1, 5, 4, 1, 1, 1, 0, 0, 3, 3, 3, 0, 4, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 5, 5, 5, 4, 1, 0, 3, 4, 0, 0, 4, 1, 3, 3, 1, 0, 0, 3, 2, 4, 3, 0, 3, 4, 4, 3, 3, 0, 0, 3, 0, 3, 3, 3, 3, 3, 3, 1, 2, 3, 3, 0, 0, 2, 2, 4, 0, 3, 3, 1, 0, 0, 0, 0, 0, 5, 5, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
35810,2855532,13.0,97,12.7,12.79,0.8042122665792704,100000,"[5, 5, 5, 4, 1, 0, 1, 1, 1, 1, 1, 3, 3, 5, 3, 3, 1, 1, 5, 5, 5, 2, 2, 2, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 5, 3, 3, 3, 3, 3, 5, 5, 5, 5, 1, 2, 2, 2, 1, 4, 4, 4, 1, 4, 0, 4, 0, 0, 5, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
35820,2856450,12.0,85,12.6,12.63,0.6925511728040874,100000,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 5, 4, 2, 4, 4, 4, 5, 5, 5, 0, 3, 0, 0, 0, 5, 1, 3, 3, 2, 2, 2, 2, 4, 3, 2, 4, 1, 4, 5, 3, 3, 1, 3, 1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 1, 4, 4, 4, 4, 3, 3, 2, 5, 5, 5, 5, 5, 3, 3, 4, 3, 3, 3, 3]"
35830,2857174,14.0,64,11.0,12.19,0.47967351181432605,100000,"[4, 4, 4, 4, 2, 2, 5, 4, 5, 2, 5, 5, 3, 3, 3, 3, 3, 3, 1, 1, 4, 4, 4, 4, 4, 0, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 3, 4, 5, 4, 5, 4, 2, 5, 4, 4, 4, 4, 5, 4, 5, 3, 3, 2, 2, 2, 5, 2]"
35840,2858116,35.0,200,14.6,12.52,0.9236732346471399,100000,"[4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 1, 5, 3, 3, 3, 1, 1, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 3, 3, 2, 0, 4, 5, 2, 5, 4, 4, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 3, 5, 3, 5, 3, 3, 5, 3, 3, 1, 3, 3, 3, 1, 1, 1, 4, 1, 2, 2, 4, 4, 0, 1, 1, 1, 1, 5, 5, 5, 5, 5, 3, 3, 4, 5, 5, 5, 4, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 3, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 1, 1, 1, 5, 5, 5, 5, 3, 5, 5, 2, 5, 0, 1, 3, 3, 0, 3, 0, 1, 3, 1, 1, 4, 4, 3, 1, 0, 3, 3, 3, 5, 4, 1, 3, 0, 1, 1, 1, 1, 1, 1]"
35850,2859007,22.0,145,15.2,13.08,0.9294167894404382,100000,"[3, 3, 3, 5, 5, 1, 5, 0, 3, 1, 0, 0, 4, 4, 2, 1, 2, 2, 2, 4, 4, 4, 1, 1, 1, 1, 5, 3, 0, 1, 1, 5, 3, 3, 0, 3, 5, 3, 3, 3, 3, 0, 5, 5, 1, 1, 1, 1, 1, 2, 2, 4, 4, 2, 2, 4, 1, 1, 1, 4, 4, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 5, 1, 4, 1, 1, 1, 1, 3, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 1, 1, 1, 4, 4, 4, 4, 5, 0, 0, 3, 3, 3, 2, 4, 2, 2, 4, 1, 4, 4, 4, 4, 1, 1]"
35860,2859859,9.0,78,13.4,12.84,0.6022906871512532,100000,"[4, 4, 4, 3, 3, 3, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3, 1, 4, 1, 3, 3, 3, 5, 1, 3, 4, 4, 4, 2, 2, 3, 3, 4, 3, 3, 4, 1, 2, 0, 3, 3, 1, 3, 3, 2, 2, 0, 0, 5, 5, 3, 1, 2, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
35870,2860619,16.0,68,12.3,13.1,0.5088063292205334,100000,"[4, 4, 4, 4, 4, 4, 2, 4, 5, 5, 2, 2, 1, 5, 3, 3, 3, 3, 5, 0, 1, 4, 2, 5, 5, 5, 5, 5, 2, 2, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 5, 3, 4, 4, 3, 3, 4, 4, 5, 4, 4, 4, 1, 4, 1, 4, 0, 4, 4, 4, 4, 1, 4]"
35880,2861350,3.0,27,11.2,12.92,0.294279120862484,100000,"[3, 3, 3, 5, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 2, 1, 1, 0, 5, 5, 2, 4, 2, 2, 4, 4, 4]"
35890,2862298,0.0,24,12.9,12.92,0.1526537463068962,100000,"[3, 3, 3, 2, 2, 3, 4, 4, 1, 3, 3, 1, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
35900,2863001,4.0,32,10.1,12.6,0.2716859430074692,100000,"[2, 2, 4, 2, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 1, 1, 4, 4, 2, 2, 4, 2, 5, 5, 5, 4, 3, 4, 4, 0]"
35910,2864176,0.0,26,17.9,13.12,0.17701481329277158,100000,"[3, 3, 3, 5, 3, 0, 0, 4, 5, 5, 4, 3, 3, 5, 5, 4, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1]"
35920,2865350,65.0,489,16.4,13.5,0.9691703971475363,100000,"[4, 4, 2, 2, 4, 5, 4, 5, 4, 3, 3, 1, 3, 3, 3, 5, 5, 1, 4, 4, 4, 4, 4, 1, 2, 4, 1, 5, 4, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 4, 1, 4, 4, 3, 4, 5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4, 3, 3, 5, 5, 5, 3, 5, 5, 1, 3, 3, 3, 3, 3, 5, 5, 1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 5, 1, 3, 5, 3, 1, 4, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 5, 3, 3, 3, 1, 5, 5, 4, 2, 1, 2, 1, 3, 0, 0, 0, 0, 0, 0, 1, 5, 4, 4, 1, 1, 0, 1, 5, 3, 3, 3, 3, 3, 5, 5, 3, 5, 5, 4, 3, 0, 0, 0, 1, 3, 3, 1, 1, 5, 3, 3, 3, 1, 2, 1, 1, 3, 2, 0, 1, 1, 3, 3, 5, 3, 5, 5, 5, 3, 5, 5, 5, 4, 0, 0, 1, 1, 5, 3, 5, 3, 0, 0, 1, 0, 4, 4, 4, 2, 2, 0, 0, 5, 5, 3, 3, 3, 4, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3, 1, 5, 5, 5, 3, 3, 3, 5, 1, 1, 4, 1, 1, 1, 4, 2, 4, 1, 2, 1, 4, 3, 3, 0, 5, 5, 0, 1, 5, 1, 1, 1, 1, 2, 2, 4, 4, 4, 2, 4, 1, 4, 4, 0, 0, 4, 4, 4, 4, 4, 5, 4, 1, 4, 4, 3, 3, 1, 3, 3, 4, 0, 0, 3, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3, 3, 1, 1, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 3, 5, 3, 3, 1, 1, 1, 2, 1, 0, 1, 4, 3, 3, 1, 3, 3, 3, 4, 0, 2, 2, 2, 2, 3, 3, 5, 4, 1, 4, 1, 4, 1, 0, 0, 1, 5, 1, 3, 3, 3, 3, 4, 2, 2, 4, 3, 1, 4, 4, 4, 5, 5, 1, 3, 1, 5, 1, 1, 1, 1, 5, 5, 2, 2, 5, 1, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 5, 2, 2, 0, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 4, 2, 2, 2, 2, 2, 2, 2]"
35930,2866043,4.0,53,10.0,13.4,0.5080623272806406,100000,"[4, 3, 4, 4, 0, 3, 4, 1, 3, 2, 2, 4, 4, 1, 4, 1, 2, 2, 2, 2, 1, 3, 4, 2, 3, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 1, 1, 0, 0, 1, 1, 4, 2, 4, 4, 0, 4, 4, 4, 4]"
35940,2866904,3.0,32,13.0,13.24,0.23031764989718795,100000,"[5, 5, 5, 4, 2, 2, 2, 5, 0, 0, 2, 0, 0, 1, 1, 4, 0, 0, 4, 5, 1, 0, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]"
35950,2867964,28.0,174,16.3,13.35,0.9372776402160525,100000,"[4, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 4, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 4, 0, 2, 4, 5, 2, 5, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 5, 3, 3, 3, 5, 3, 3, 3, 3, 1, 1, 3, 5, 3, 3, 5, 5, 5, 1, 1, 2, 2, 2, 1, 1, 4, 4, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 5, 4, 4, 4, 4, 1, 1, 2, 4, 4, 2, 4, 4, 4, 4, 5, 4, 4, 1, 0, 4, 2, 3, 3, 5, 5, 3, 4, 4, 2, 2, 0, 1, 1, 1, 1, 4, 4, 1, 4, 1, 1, 1, 1, 1, 4, 5, 1, 3, 1, 3, 5, 1, 4, 4, 4, 4, 1, 4, 1]"
35960,2868779,3.0,26,12.8,13.29,0.13951688632369041,100000,"[0, 0, 0, 1, 0, 1, 1, 5, 5, 1, 1, 1, 1, 1, 2, 2, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0]"
35970,2869676,35.0,250,12.9,13.35,1.067519063130021,100000,"[1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 2, 4, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 4, 4, 4, 5, 4, 5, 4, 1, 5, 4, 1, 1, 1, 5, 2, 4, 4, 2, 2, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 5, 5, 5, 5, 5, 0, 0, 4, 4, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 4, 1, 1, 1, 0, 1, 1, 1, 0, 1, 3, 1, 5, 1, 1, 5, 5, 5, 3, 5, 3, 3, 1, 1, 1, 0, 4, 2, 2, 1, 4, 4, 4, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 4, 0, 1, 1, 1, 0, 0, 1, 5, 5, 5, 4, 5, 5, 4, 4, 2, 4, 4, 4, 4, 1, 1, 1, 0, 3, 5, 4, 4, 1, 1, 1, 5, 5, 3, 3, 3, 3, 5, 3, 3, 3, 1, 1, 1, 5, 0, 0, 5, 5, 0, 2, 2, 4, 1, 2, 1, 3, 3, 1, 2, 5, 3, 5, 1, 3, 0, 3, 3, 1, 4, 3, 1, 1, 1, 1, 1, 4, 3, 0, 2, 3, 3, 3, 3, 4, 1, 3, 3, 2, 3, 5, 5, 1, 0, 0, 1, 1, 1, 0, 3, 1, 0, 1]"
35980,2870514,15.0,74,13.9,13.62,0.5559534598141909,100000,"[4, 4, 4, 4, 4, 4, 4, 2, 4, 5, 5, 5, 4, 3, 3, 1, 3, 1, 3, 1, 1, 1, 4, 1, 1, 5, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 2, 4, 4, 4, 4, 2, 2, 2, 4, 5, 1, 1, 4, 5, 5, 2, 4, 4, 4, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0]"
35990,2871844,21.0,90,20.3,14.36,0.7955853297607973,100000,"[4, 2, 2, 4, 5, 4, 5, 4, 5, 5, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 4, 4, 4, 2, 5, 5, 4, 1, 4, 3, 4, 5, 4, 0, 0, 1, 2, 2, 1, 1, 2, 1, 1, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 1, 1, 2, 2, 1, 0, 0, 4, 4, 4, 0, 0, 0, 2]"
36000,2872535,2.0,27,10.3,14.38,0.16045705415308475,100000,"[3, 1, 1, 1, 3, 3, 3, 3, 3, 4, 1, 2, 2, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1]"
36010,2873283,0.0,18,11.5,13.74,0.1092540342360735,100000,"[3, 3, 3, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
36020,2873962,2.0,15,8.5,12.95,0.16943354159593582,100000,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
36030,2875010,0.0,15,16.0,13.55,0.15210896916687489,100000,"[3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 2, 2]"
36040,2875815,21.0,95,13.3,13.58,0.6240215469151735,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 4, 5, 4, 5, 5, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 3, 1, 4, 2, 5, 1, 4, 5, 4, 5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 3, 0, 1, 3, 5, 0, 5, 5, 1, 1, 4, 5, 1, 1, 1, 4, 4, 2, 2, 5, 2, 0, 2, 5, 2, 2, 2, 2, 2, 2, 2, 2]"
36050,2876477,1.0,22,10.1,12.96,0.2209687139838934,100000,"[3, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 1, 5, 5, 1, 5, 5, 5, 1, 1]"
36060,2877248,3.0,34,11.7,12.85,0.254627485293895,100000,"[0, 0, 3, 3, 1, 1, 1, 4, 4, 4, 2, 4, 4, 5, 0, 3, 5, 5, 1, 1, 4, 4, 3, 5, 4, 4, 4, 4, 3, 1, 5, 5, 3, 3]"
36070,2878019,5.0,61,10.9,12.65,0.48955625109374523,100000,"[4, 4, 1, 5, 5, 1, 1, 5, 5, 2, 1, 1, 0, 0, 1, 1, 1, 1, 3, 3, 5, 5, 5, 5, 5, 5, 0, 0, 2, 3, 2, 3, 3, 2, 1, 3, 0, 3, 3, 0, 0, 0, 5, 5, 2, 3, 5, 5, 3, 3, 3, 4, 4, 4, 3, 3, 2, 4, 4, 4, 4]"
36080,2878806,3.0,62,11.5,12.41,0.46377584151923656,100000,"[3, 3, 3, 0, 3, 1, 5, 3, 1, 3, 3, 3, 3, 3, 5, 5, 3, 5, 0, 3, 3, 4, 0, 0, 1, 1, 1, 1, 1, 2, 3, 4, 0, 2, 4, 2, 3, 3, 0, 3, 3, 3, 3, 0, 3, 2, 0, 3, 3, 5, 2, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
36090,2879630,1.0,26,12.5,11.63,0.1296648420393467,100000,"[0, 0, 0, 1, 1, 0, 2, 0, 0, 3, 3, 3, 3, 3, 3, 5, 2, 2, 4, 4, 4, 4, 3, 4, 4, 4]"
36100,2880463,19.0,68,13.4,11.94,0.5589969451539218,100000,"[4, 4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 5, 3, 3, 5, 0, 1, 1, 4, 4, 4, 4, 4, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 5, 0, 1, 1, 1, 1, 4, 2, 4, 2, 2, 1, 0, 4, 4, 4, 4, 3, 4, 4, 1, 3, 1]"
36110,2881352,10.0,38,14.4,12.23,0.3494358956813812,100000,"[4, 4, 4, 2, 2, 4, 1, 4, 4, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, 4, 4, 3, 5, 5, 5, 1, 1, 5, 3, 1, 3, 4, 4, 3, 3, 3, 3, 3]"
36120,2882066,0.0,3,10.7,12.45,0.02027478627860546,100000,"[2, 0, 3]"
