episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size,actions_taken
64320,5399874,1.0,15,10.8,14.63,0.07112622307613492,100000,"[0, 4, 0, 1, 3, 3, 2, 0, 0, 3, 3, 0, 0, 0, 0]"
64330,5401140,2.0,48,21.5,15.42,0.2832118980586529,100000,"[3, 3, 3, 1, 2, 4, 2, 0, 3, 5, 0, 0, 2, 2, 3, 3, 0, 1, 0, 0, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 0, 0, 5, 5, 0, 3, 0, 1, 4, 4, 1, 4, 2, 4]"
64340,5401933,7.0,32,13.3,15.16,0.21329764649271965,100000,"[4, 4, 4, 4, 4, 2, 4, 4, 4, 1, 0, 0, 2, 4, 2, 0, 1, 0, 4, 4, 0, 1, 5, 0, 3, 3, 3, 3, 3, 3, 3, 3]"
64350,5402692,30.0,146,14.5,14.61,0.9451089040376246,100000,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 4, 1, 1, 1, 0, 1, 1, 0, 0, 0, 4, 2, 4, 0, 3, 4, 1, 1, 5, 4, 4, 1, 5, 4, 2, 2, 2, 0, 4, 4, 4, 4, 1, 5, 3, 3, 0, 1, 3, 5, 5, 5, 0, 3, 5, 3, 3, 1, 5, 5, 5, 5, 2, 2, 2, 4, 4, 4, 1, 5, 4, 5, 5, 5, 5, 5, 3, 5, 1, 5, 2, 2, 5, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 3, 1, 1, 0, 4, 0, 0, 0, 4, 5, 3, 3, 2, 3, 0, 0, 0, 3, 2, 4, 2, 4, 2, 1, 1, 4, 1, 0, 0, 0, 0, 0, 2, 4, 5, 0, 0]"
64360,5403756,9.0,95,17.3,15.22,0.7641476378776133,100000,"[2, 3, 3, 1, 1, 1, 5, 5, 3, 3, 5, 1, 5, 1, 5, 2, 2, 2, 0, 2, 2, 4, 5, 4, 0, 5, 5, 5, 5, 5, 1, 1, 1, 0, 1, 0, 3, 2, 4, 2, 5, 3, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 5, 0, 0, 4, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 3, 5, 0, 3, 0, 1, 1, 1, 1, 3, 0, 0, 0, 5, 5, 5, 3, 5, 3, 3, 3, 3]"
64370,5404830,20.0,94,18.0,15.97,0.7023651665076613,100000,"[0, 0, 0, 0, 0, 0, 4, 4, 1, 2, 4, 4, 0, 3, 1, 5, 1, 1, 1, 1, 1, 1, 2, 3, 1, 4, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 3, 1, 5, 1, 4, 2, 2, 2, 2, 2, 4, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 4, 4, 4, 3, 1, 1, 4, 5, 4, 4, 4, 4, 4, 3, 1, 5, 2, 1, 1, 1, 1, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3]"
64380,5405912,8.0,49,19.2,15.7,0.23152282182127237,100000,"[3, 1, 1, 1, 5, 5, 1, 0, 0, 4, 3, 1, 0, 4, 2, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 4, 4, 4, 0, 4, 3]"
64390,5406602,4.0,93,10.4,15.53,0.6436020969413221,100000,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 5, 2, 0, 3, 3, 1, 4, 2, 2, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 5, 3, 3, 2, 3, 3, 1, 0, 3, 3, 3, 5, 2, 0, 3, 1, 0, 1, 3, 0, 0, 4, 4, 0, 5, 0, 5, 5, 5, 5, 5, 3, 4, 2, 2, 1, 4, 5, 1, 5, 4, 4, 1, 1, 2, 1, 1, 1, 2]"
64400,5407586,37.0,189,17.1,15.95,1.0573825628962368,100000,"[0, 0, 3, 5, 2, 4, 5, 5, 5, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 3, 0, 1, 3, 3, 5, 2, 2, 3, 0, 0, 0, 3, 3, 3, 1, 4, 0, 1, 1, 1, 1, 1, 4, 2, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 5, 5, 5, 4, 2, 4, 2, 2, 2, 1, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 4, 4, 4, 3, 1, 1, 1, 1, 1, 4, 5, 4, 5, 1, 1, 1, 1, 1, 2, 2, 1, 1, 5, 1, 1, 1, 1, 3, 0, 2, 2, 3, 5, 2, 2, 3, 2, 2, 2, 2, 1, 5, 1, 1, 1, 1, 5, 3, 5, 5, 3, 3, 2, 0, 2, 0, 0, 0, 0, 5, 4, 5, 4, 1, 1, 1, 0, 1, 1, 5, 4, 2, 0, 0, 2, 4, 1, 1, 4, 4, 5, 5, 5, 5, 1, 4, 3, 5, 0, 3, 0, 0, 4, 3, 2, 2, 2, 5, 4, 4, 4, 0]"
64410,5408649,2.0,28,16.4,15.85,0.21423238143324852,100000,"[3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 5, 3, 3, 3, 1, 1, 0, 0, 1, 2, 2, 0, 4, 0, 5, 5, 5, 1]"
64420,5409355,34.0,195,11.9,15.96,0.906616770720575,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 3, 3, 1, 1, 3, 3, 1, 1, 1, 2, 2, 4, 2, 4, 4, 1, 1, 1, 4, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 4, 2, 2, 3, 4, 3, 4, 5, 4, 1, 0, 4, 2, 1, 1, 0, 1, 1, 1, 1, 3, 3, 3, 5, 5, 1, 5, 5, 5, 3, 3, 3, 3, 5, 5, 5, 5, 4, 2, 2, 1, 4, 1, 5, 0, 1, 1, 0, 5, 5, 5, 5, 4, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 5, 1, 1, 1, 2, 2, 2, 4, 1, 4, 1, 2, 1, 0, 5, 2, 2, 2, 2, 0, 1, 5, 5, 1, 1, 1, 0, 1, 3, 5, 0, 0, 5, 2, 4, 1, 1, 1, 1, 4, 3, 2, 4, 0, 4, 5, 5, 0, 4, 4, 4, 4, 4, 4, 4, 5, 0, 5, 2, 2, 4, 4, 3, 3, 3, 3, 3, 3, 4, 0, 0, 2, 0, 3, 5, 5, 0, 0, 1, 1, 1, 1, 1, 1]"
64430,5410391,24.0,212,15.5,15.36,0.8795000854879618,100000,"[4, 4, 4, 4, 1, 4, 1, 2, 2, 0, 3, 2, 2, 4, 4, 4, 1, 2, 1, 5, 1, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 5, 0, 4, 0, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 4, 2, 4, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 3, 4, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 0, 1, 0, 3, 4, 0, 2, 4, 4, 1, 1, 4, 1, 2, 4, 4, 4, 2, 1, 1, 1, 2, 1, 1, 1, 4, 4, 3, 0, 2, 1, 0, 3, 1, 1, 2, 1, 3, 4, 4, 1, 0, 0, 0, 3, 3, 5, 4, 3, 2, 2, 4, 0, 4, 2, 4, 2, 2, 1, 0, 2, 2, 5, 5, 4, 2, 1, 0, 0, 0, 1, 0, 3, 3, 0, 3, 3, 0, 0]"
64440,5411100,1.0,51,10.2,15.05,0.3649329920299351,100000,"[4, 4, 3, 3, 3, 0, 0, 3, 5, 1, 0, 0, 0, 3, 3, 3, 3, 3, 3, 5, 5, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 1, 3, 3, 3, 4, 0, 3, 0, 3]"
64450,5412252,26.0,102,19.1,15.51,0.7584414905868471,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 5, 3, 3, 3, 1, 1, 1, 2, 4, 4, 2, 4, 1, 4, 1, 1, 4, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 4, 1, 2, 2, 3, 5, 4, 0, 0, 4, 5, 4, 2, 4, 4, 2, 2, 2, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 5, 3, 3, 3, 5, 5, 5, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 1]"
64460,5413418,5.0,42,17.6,15.54,0.23505221493542194,100000,"[4, 0, 0, 4, 4, 1, 1, 4, 4, 4, 1, 1, 4, 4, 0, 0, 0, 0, 0, 1, 1, 1, 5, 4, 4, 4, 4, 2, 4, 1, 4, 4, 2, 0, 5, 5, 0, 3, 0, 0, 2, 3]"
64470,5414197,33.0,204,12.4,14.98,0.874976952560246,100000,"[3, 3, 3, 0, 3, 1, 2, 4, 4, 0, 1, 4, 0, 3, 3, 3, 3, 0, 5, 3, 4, 2, 3, 1, 1, 4, 0, 4, 3, 3, 0, 3, 1, 5, 1, 1, 1, 1, 1, 4, 4, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 4, 0, 0, 0, 0, 1, 1, 1, 1, 1, 4, 4, 4, 5, 4, 5, 4, 5, 1, 1, 4, 5, 2, 5, 2, 2, 5, 2, 2, 1, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 5, 5, 5, 3, 5, 5, 3, 5, 5, 1, 1, 1, 3, 3, 3, 5, 5, 5, 3, 1, 4, 2, 0, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 3, 3, 1, 2, 2, 0, 1, 1, 1, 1, 1, 1, 4, 1, 0, 4, 2, 0, 5, 0, 0, 1, 1, 5, 1, 3, 0, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4]"
64480,5415127,25.0,92,14.5,14.51,0.6745139146223664,100000,"[4, 4, 4, 4, 4, 4, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 4, 2, 4, 3, 1, 4, 0, 0, 5, 5, 2, 2, 2, 2, 4, 1, 2, 4, 4, 5, 3, 3, 5, 1, 4, 5, 4, 5, 5, 3, 3, 5, 3, 3, 5, 5, 1, 2, 2, 2, 4, 2, 0, 0, 0, 5, 5, 1, 5]"
64490,5415905,8.0,74,13.2,14.79,0.4923187189269811,100000,"[5, 5, 5, 3, 3, 3, 1, 5, 5, 5, 2, 2, 2, 4, 2, 1, 5, 0, 1, 1, 0, 5, 5, 5, 5, 3, 5, 5, 5, 1, 4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 3, 3, 3, 3, 5, 1, 4, 4, 4, 2, 4, 3, 1, 4, 3, 1, 5, 5, 5, 3, 3, 5, 3]"
64500,5416768,32.0,179,12.9,14.37,0.8688552398234606,100000,"[4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 4, 4, 4, 3, 4, 3, 4, 4, 4, 5, 0, 2, 2, 4, 4, 1, 4, 4, 4, 3, 3, 3, 1, 5, 1, 3, 0, 0, 0, 3, 1, 3, 5, 5, 3, 5, 5, 2, 2, 2, 1, 2, 2, 1, 4, 1, 1, 1, 4, 2, 5, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 5, 4, 4, 4, 2, 0, 1, 2, 2, 4, 0, 5, 3, 3, 3, 0, 1, 5, 4, 1, 2, 1, 0, 1, 0, 0, 1, 4, 0, 3, 3, 1, 1, 1, 4, 0, 0, 0, 3, 4, 5, 5, 0, 0, 0, 2, 3, 0, 0, 0, 3, 5, 1, 5, 5, 5, 3, 1, 3, 1, 2, 0, 0, 0, 1, 0, 5, 5, 1, 2, 2, 2, 2, 2, 2]"
64510,5417567,8.0,43,12.5,13.98,0.2764421906322241,100000,"[2, 2, 3, 2, 1, 3, 3, 3, 5, 1, 3, 1, 2, 2, 2, 1, 2, 2, 4, 4, 0, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
64520,5418354,24.0,108,13.9,14.18,0.9294667486101389,100000,"[2, 2, 4, 5, 3, 3, 4, 3, 3, 5, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 4, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 4, 5, 4, 4, 4, 4, 4, 4, 2, 0, 2, 0, 1, 1, 1, 1, 3, 3, 3, 5, 5, 5, 5, 1, 1, 1, 1, 1, 3, 5, 3, 5, 5, 5, 5, 3, 4, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 5, 5, 3, 3, 5, 2, 1, 5, 1, 3, 3, 3, 3, 3, 3]"
64530,5419451,33.0,165,17.6,14.39,0.8167664147913456,100000,"[4, 4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 3, 3, 1, 3, 3, 3, 5, 1, 1, 2, 4, 4, 4, 4, 4, 1, 1, 1, 4, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 4, 5, 4, 5, 4, 5, 4, 4, 2, 2, 2, 2, 0, 1, 1, 1, 5, 3, 3, 1, 5, 1, 5, 5, 5, 5, 5, 3, 3, 3, 1, 5, 5, 3, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 3, 3, 3, 3, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 4, 4, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 1, 3, 2, 3, 5, 0, 4, 2, 2, 1, 3, 3, 3, 2, 4, 3]"
64540,5420397,0.0,16,15.1,14.88,0.05088021233677864,100000,"[4, 3, 0, 3, 4, 4, 0, 1, 4, 4, 4, 4, 4, 4, 4, 4]"
64550,5421294,0.0,18,14.6,14.43,0.09559831814840436,100000,"[4, 4, 4, 0, 3, 4, 3, 0, 0, 5, 0, 2, 2, 2, 2, 2, 2, 2]"
64560,5422132,33.0,185,14.8,14.15,0.8415921623818576,100000,"[4, 2, 2, 4, 5, 5, 1, 1, 1, 1, 3, 3, 3, 5, 1, 1, 1, 4, 4, 4, 2, 4, 4, 1, 1, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 4, 2, 4, 5, 4, 0, 5, 1, 0, 0, 0, 2, 0, 1, 3, 3, 1, 4, 3, 3, 5, 0, 3, 2, 3, 0, 0, 0, 0, 3, 3, 5, 5, 5, 5, 1, 2, 2, 2, 1, 4, 4, 1, 4, 1, 4, 4, 5, 4, 2, 2, 2, 2, 2, 4, 2, 2, 2, 3, 1, 2, 1, 1, 4, 4, 4, 0, 1, 1, 4, 4, 4, 4, 4, 4, 1, 3, 1, 1, 1, 3, 1, 3, 3, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 0, 0, 2, 3, 1, 3, 5, 5, 5, 3, 1, 3, 3, 3, 3, 1, 3, 4, 0, 3, 1, 0, 0, 0, 0, 3, 1, 5, 0, 3, 0, 0, 0, 1, 0, 1, 3, 2, 2, 1, 3, 0, 3, 3, 3, 3, 2, 2, 2, 5, 5, 0, 0]"
64570,5423054,34.0,203,15.4,14.45,0.9160285671241581,100000,"[4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 4, 4, 4, 0, 3, 4, 0, 5, 4, 5, 2, 2, 2, 4, 4, 4, 4, 4, 4, 5, 3, 3, 5, 1, 1, 3, 5, 1, 0, 5, 5, 3, 3, 5, 5, 5, 5, 2, 2, 1, 4, 2, 1, 1, 4, 4, 5, 0, 5, 5, 5, 5, 1, 3, 5, 4, 2, 2, 5, 5, 0, 0, 0, 0, 0, 0, 3, 5, 5, 5, 5, 5, 5, 2, 4, 2, 4, 4, 1, 3, 1, 5, 5, 5, 3, 3, 5, 5, 2, 0, 0, 3, 5, 3, 0, 0, 4, 0, 0, 0, 4, 3, 0, 0, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 0, 3, 1, 2, 0, 2, 4, 4, 5, 1, 3, 3, 3, 3, 2, 2, 2, 0, 4, 4, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 3, 3, 3, 3]"
64580,5423941,23.0,116,15.9,14.59,0.7170336898416281,100000,"[4, 4, 2, 4, 1, 5, 3, 4, 1, 5, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 1, 4, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 4, 4, 4, 5, 4, 5, 4, 5, 4, 5, 4, 4, 4, 4, 4, 2, 3, 1, 2, 4, 1, 1, 1, 1, 3, 3, 3, 3, 5, 0, 5, 0, 5, 1, 5, 5, 3, 3, 1, 5, 5, 5, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 5, 5, 5, 4, 5, 4, 3, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5]"
64590,5424687,6.0,99,11.2,14.39,0.6537201795727015,100000,"[3, 3, 3, 1, 4, 1, 1, 1, 1, 1, 0, 0, 1, 4, 5, 0, 0, 2, 2, 4, 4, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 0, 3, 3, 0, 3, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 2, 3, 5, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 3, 2, 3, 0, 3, 3, 3, 3, 1, 3, 2, 3, 2, 3, 3, 0, 3, 1, 2, 4, 2, 4, 1, 4, 5, 5, 3, 1, 3, 1, 1, 3, 1]"
64600,5425464,9.0,55,13.5,14.45,0.41137859504669905,100000,"[3, 3, 3, 4, 2, 4, 2, 1, 4, 0, 3, 0, 1, 0, 1, 0, 4, 0, 4, 0, 0, 0, 2, 0, 0, 1, 4, 4, 2, 4, 0, 4, 0, 1, 2, 1, 1, 4, 4, 4, 3, 2, 3, 1, 1, 1, 3, 3, 3, 1, 3, 3, 1, 1, 3]"
64610,5426467,7.0,47,17.2,14.92,0.3263448807410896,100000,"[2, 3, 3, 2, 1, 1, 1, 3, 3, 3, 1, 5, 1, 5, 5, 5, 5, 4, 4, 4, 0, 4, 4, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 4, 4, 4, 4, 4, 4, 4]"
64620,5427654,20.0,72,19.9,15.52,0.5061905472539365,100000,"[4, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 0, 1, 4, 1, 0, 1, 0, 1, 0, 0, 4, 4, 1, 4, 1, 0, 1, 5, 2, 1, 4, 5, 2, 2, 4, 4, 2, 4, 1, 1, 1, 1, 5, 0, 3, 5, 5, 3, 3, 0, 3, 5, 3, 3, 1, 5, 5]"
64630,5428620,0.0,29,15.1,15.27,0.23900982178747654,100000,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 0, 2, 1, 2, 1, 2, 1, 1, 5, 1, 1, 5, 1, 1, 5, 5, 5]"
64640,5429510,1.0,45,15.0,15.26,0.2961365506052971,100000,"[3, 3, 5, 3, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 0, 3, 4, 3, 4, 3, 0, 3, 0, 5, 3, 3, 3, 3, 3, 3]"
64650,5430491,0.0,22,16.4,15.44,0.12940781097859144,100000,"[4, 4, 4, 4, 2, 4, 1, 1, 4, 1, 5, 0, 5, 4, 5, 5, 5, 5, 1, 0, 5, 1]"
64660,5431670,32.0,165,21.3,16.09,0.9292280673980713,100000,"[4, 4, 4, 4, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 2, 1, 1, 1, 0, 0, 4, 0, 1, 1, 0, 1, 1, 0, 0, 0, 4, 2, 2, 3, 4, 5, 2, 5, 1, 4, 4, 2, 2, 1, 1, 4, 1, 4, 1, 5, 3, 3, 5, 1, 1, 5, 5, 1, 5, 3, 5, 3, 5, 5, 5, 5, 5, 4, 2, 2, 4, 2, 4, 0, 0, 1, 5, 5, 5, 5, 5, 3, 3, 1, 0, 4, 2, 5, 1, 0, 0, 0, 1, 3, 2, 1, 2, 2, 4, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 2, 2, 0, 0, 3, 1, 1, 3, 3, 3, 2, 0, 0, 4, 1, 0, 3, 3, 3, 0, 3, 1, 3, 0, 4, 3, 4, 4, 2, 1, 2, 5, 0, 2, 5, 0, 2, 2]"
64670,5432615,7.0,50,15.8,16.13,0.21064771874807775,100000,"[4, 3, 4, 2, 1, 0, 0, 3, 0, 0, 0, 1, 1, 3, 3, 3, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 4, 1, 4, 1, 1, 1, 1, 5, 5, 5, 4, 4, 4, 0, 0, 0, 2, 0]"
64680,5433658,3.0,31,17.8,16.32,0.21042152028530836,100000,"[0, 0, 0, 0, 2, 0, 2, 2, 2, 4, 2, 2, 2, 0, 0, 5, 1, 5, 1, 1, 3, 3, 5, 0, 2, 1, 1, 0, 1, 2, 2]"
64690,5434579,22.0,98,17.2,16.92,0.6708631636574864,100000,"[3, 0, 3, 1, 3, 3, 5, 1, 1, 0, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 5, 3, 1, 1, 2, 2, 2, 4, 1, 2, 2, 1, 4, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 4, 4, 2, 3, 1, 1, 1, 1, 4, 5, 4, 1, 5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 5, 5, 4, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3]"
64700,5435492,5.0,61,14.8,17.05,0.36849849950522184,100000,"[3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 1, 1, 4, 0, 0, 2, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 1, 3, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 1, 1, 4, 4, 4, 2, 2, 2, 3, 1, 5, 5, 0, 5, 5, 1, 5, 1, 1, 1]"
64710,5436428,0.0,24,15.1,16.84,0.1813538447022438,100000,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 1, 1, 2, 2, 3, 1, 3, 1, 5, 1, 3]"
64720,5437554,12.0,100,19.3,16.78,0.6427619224414229,100000,"[4, 4, 4, 4, 4, 0, 0, 2, 2, 0, 2, 2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 4, 0, 0, 4, 4, 4, 2, 4, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 1, 1, 2, 4, 1, 1, 1, 3, 0, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 4, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 2, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 1, 1, 4, 1]"
64730,5438428,33.0,186,15.7,16.84,0.7200897573493421,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 4, 2, 4, 3, 4, 0, 5, 4, 1, 4, 4, 2, 2, 2, 1, 1, 1, 4, 4, 4, 3, 3, 3, 1, 1, 5, 5, 5, 5, 1, 5, 5, 3, 5, 5, 5, 5, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 5, 3, 5, 3, 0, 3, 1, 1, 2, 2, 2, 3, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 4, 2, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 4, 0, 3, 3, 0, 0, 0, 0, 5, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 3, 3, 0, 0, 3, 1, 3, 3, 3, 3, 0, 2, 3, 4, 4, 4, 2, 2, 1, 2, 2, 0]"
64740,5439461,30.0,134,18.0,17.14,0.8733846724499017,100000,"[4, 4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 1, 3, 3, 3, 5, 1, 1, 4, 2, 4, 2, 4, 4, 1, 1, 1, 4, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 4, 2, 0, 4, 5, 4, 0, 5, 4, 1, 1, 1, 2, 4, 4, 1, 4, 1, 1, 4, 3, 3, 3, 5, 5, 5, 5, 1, 1, 3, 3, 3, 3, 5, 5, 5, 4, 2, 2, 4, 4, 4, 4, 0, 0, 4, 0, 3, 4, 5, 1, 2, 0, 4, 2, 0, 4, 3, 3, 3, 1, 5, 4, 5, 0, 3, 0, 3, 3, 3, 5, 3, 5, 5, 2, 2, 2, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
