timestamp,episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size
2025-12-20T19:27:43.543909,10,529,7.0,94,4.4,4.4,1.51381967717951,509
2025-12-20T19:28:58.233639,20,963,1.0,38,4.6,4.5,0.6394949913024902,923
2025-12-20T19:30:09.694175,30,1444,0.0,13,4.3,4.433333333333334,0.19216173778880727,1384
2025-12-20T19:31:31.416935,40,1854,5.0,45,4.5,4.45,0.7285450155084784,1774
2025-12-20T19:33:37.767493,50,2349,2.0,14,5.8,4.72,0.20086296688426625,2249
2025-12-20T19:34:46.787482,60,2872,3.0,30,4.8,4.733333333333333,0.47856607870622114,2752
2025-12-20T19:36:04.980215,70,3340,2.0,15,4.7,4.728571428571429,0.17163835872303357,3200
2025-12-20T19:37:27.309569,80,3699,8.0,51,4.3,4.675,0.817500621622259,3539
2025-12-20T19:39:48.964103,90,4106,2.0,14,4.0,4.6,0.19978610827372625,4521
2025-12-20T19:41:06.858484,100,4527,10.0,98,5.0,4.64,1.729115637449118,4922
2025-12-20T19:42:14.569702,110,5187,8.0,43,7.0,4.9,0.7401584661923922,5562
2025-12-20T19:43:18.422944,120,5512,2.0,14,4.5,4.89,0.19165354050122774,5867
2025-12-20T19:45:33.138142,130,6357,10.0,88,8.2,5.28,1.4756453816707318,6692
2025-12-20T19:46:34.972723,140,6756,5.0,33,5.0,5.33,0.6168270019384531,7071
2025-12-20T19:48:00.898177,150,7384,12.0,72,6.7,5.42,1.2366414161828847,7679
2025-12-20T19:49:35.364384,160,7806,4.0,29,6.0,5.54,0.47330550047067493,8081
2025-12-20T19:51:29.705888,170,8386,5.0,76,5.7,5.64,1.1492316766218706,7162
2025-12-20T19:52:50.854611,180,9023,11.0,105,7.6,5.97,1.675832865454934,7779
2025-12-20T19:54:27.828452,190,9628,11.0,71,6.7,6.24,1.19006235816262,8364
2025-12-20T19:56:21.349030,200,10070,5.0,59,5.1,6.25,0.9292580431157892,8786
2025-12-20T19:59:16.434568,210,10738,10.0,113,8.4,6.39,1.7361470872705633,9434
2025-12-20T20:00:15.463787,220,10993,0.0,15,2.1,6.15,0.22905815297907048,9669
2025-12-20T20:01:41.007198,230,11442,3.0,22,5.3,5.86,0.34958339170976116,10098
2025-12-20T20:03:07.485890,240,11843,1.0,14,5.6,5.92,0.23980269865556197,10479
2025-12-20T20:04:52.565068,250,12381,16.0,125,6.2,5.87,1.9518333998593418,10774
2025-12-20T20:06:11.831666,260,12763,2.0,18,4.8,5.75,0.2822202595797452,11136
2025-12-20T20:07:45.628509,270,13192,13.0,97,5.4,5.72,1.516083015095104,11545
2025-12-20T20:09:19.886943,280,13544,4.0,23,5.4,5.5,0.3189152587543834,11877
2025-12-20T20:10:58.015917,290,13903,3.0,36,4.5,5.28,0.6084313002499667,12216
2025-12-20T20:12:05.799045,300,14407,16.0,104,7.9,5.56,1.4575144290924071,12700
2025-12-20T20:13:25.920139,310,14805,4.0,20,5.6,5.28,0.32218285473910246,13078
